event_id,start_time,asset_name,manual_event_type,input_event_csv_filename,vab_flickers,vab_harmonics,vab_interruptions,vab_interruptions_harmonics,vab_osc_transients,vab_sags,vab_sags_harmonics,vab_spikes,vab_swells,vab_swells_harmonics,vbc_flickers,vbc_harmonics,vbc_interruptions,vbc_interruptions_harmonics,vbc_osc_transients,vbc_sags,vbc_sags_harmonics,vbc_spikes,vbc_swells,vbc_swells_harmonics,vca_flickers,vca_harmonics,vca_interruptions,vca_interruptions_harmonics,vca_osc_transients,vca_sags,vca_sags_harmonics,vca_spikes,vca_swells,vca_swells_harmonics,ia_flickers,ia_harmonics,ia_interruptions,ia_interruptions_harmonics,ia_osc_transients,ia_sags,ia_sags_harmonics,ia_spikes,ia_swells,ia_swells_harmonics,ib_flickers,ib_harmonics,ib_interruptions,ib_interruptions_harmonics,ib_osc_transients,ib_sags,ib_sags_harmonics,ib_spikes,ib_swells,ib_swells_harmonics,ic_flickers,ic_harmonics,ic_interruptions,ic_interruptions_harmonics,ic_osc_transients,ic_sags,ic_sags_harmonics,ic_spikes,ic_swells,ic_swells_harmonics
event_0100,2022-06-29,test_0100,test_label,input_event_sample0100,0.99996173,2.1739142e-26,4.3634924e-25,7.2201e-20,3.8217884e-05,4.9032177e-18,7.6083255e-23,2.842522e-25,7.8279536e-11,5.083795e-12,0.9999989,2.6532087e-19,1.5746257e-13,8.485298e-15,9.4582856e-07,1.468823e-11,6.172569e-11,1.0514537e-15,7.192963e-08,6.446963e-13,0.999987,3.0079815e-26,4.3577475e-25,8.395571e-20,1.2937428e-05,4.5626302e-18,5.29372e-23,2.7954718e-25,8.4180905e-11,5.0818104e-12,1.0,2.6303623e-29,4.3107732e-29,9.676169e-20,1.249243e-08,4.121472e-22,1.6630796e-22,1.109231e-25,1.0902956e-11,7.443783e-12,0.9999999,1.3509833e-26,6.094428e-26,3.7007582e-20,1.3984554e-07,7.6618736e-19,2.5399194e-23,6.201632e-25,2.5348532e-11,2.1050605e-12,1.0,8.706768e-30,1.08193914e-29,4.1969975e-20,7.0836252e-09,1.7608424e-22,4.696267e-23,1.1548794e-25,1.4381337e-11,7.4079345e-12
event_0128,2022-06-29,test_0128,test_label,input_event_sample0128,2.3861013e-09,3.7384674e-12,0.98916644,3.581816e-05,0.000188649,0.010518044,1.8376238e-07,8.72659e-05,3.541344e-06,1.2798491e-08,3.3557344e-11,8.3152255e-14,0.9999771,2.07295e-05,1.0774392e-07,1.7265813e-06,2.2090049e-10,3.1961702e-07,9.603834e-09,3.212298e-11,2.9426683e-11,5.0438034e-14,0.9999615,3.7536694e-05,1.9500894e-07,2.824022e-07,1.1223165e-10,4.1154613e-07,2.3802691e-08,3.7476414e-11,4.025543e-09,4.3412266e-12,0.9966587,0.00045246488,3.105903e-05,0.0028421269,9.969513e-07,1.3950742e-05,8.838852e-07,1.1382234e-09,3.1008178e-09,2.0453865e-10,0.9996038,2.6777976e-05,4.4814362e-05,0.0001352888,2.0114438e-08,0.00018902184,3.7193672e-07,8.5657276e-10,3.411678e-10,8.809457e-14,0.9998839,3.194778e-05,2.1512746e-05,1.5063601e-05,1.7278079e-09,4.7415208e-05,1.8911925e-07,6.2546507e-10
event_0470,2022-06-29,test_0470,test_label,input_event_sample0470,0.999997,1.8586748e-20,1.4261719e-13,6.810191e-14,2.7891435e-06,1.015173e-12,1.9199526e-08,1.6539314e-16,2.0934023e-07,2.6028667e-13,0.9999994,6.276786e-34,3.9802427e-31,6.809627e-24,5.8838464e-07,1.8619478e-23,2.3629954e-25,8.475121e-28,7.858849e-13,1.07613733e-13,0.9999999,2.3097451e-26,4.190521e-26,3.6919174e-20,1.2496211e-07,4.7700497e-19,3.812856e-23,1.3547055e-24,4.7718798e-11,4.6223195e-12,0.9999999,2.1427186e-26,6.546603e-26,4.8731727e-20,1.5396718e-07,6.910765e-19,2.5227601e-23,1.1170914e-24,5.8760094e-11,5.552891e-12,0.9999186,6.366856e-18,2.6931492e-20,1.2652319e-14,8.123482e-05,6.3200844e-13,2.987898e-20,2.6348701e-20,7.0021215e-08,1.0907055e-08,0.9999999,2.618163e-26,6.538168e-26,3.6358304e-20,8.227189e-08,5.5848004e-19,2.3432509e-23,1.0827139e-24,4.529081e-11,3.2978008e-12
event_0316,2022-06-29,test_0316,test_label,input_event_sample0316,4.7976112e-14,4.823466e-22,5.7741968e-08,1.2431869e-12,2.0889404e-07,0.9999871,1.2581456e-05,1.1521787e-13,1.3678518e-13,2.6713372e-18,6.1737415e-09,4.4106697e-12,0.6605444,6.1219835e-05,0.0004614457,0.33855447,8.359341e-06,0.00036487734,5.2837017e-06,3.317202e-09,2.5610682e-14,3.3021942e-20,2.4325328e-08,3.1417316e-10,3.695729e-07,0.9999943,5.3830954e-06,1.3806187e-13,2.0806909e-12,3.3738642e-15,3.1603756e-07,5.801697e-10,0.00036866052,5.8376974e-09,0.0029227794,0.99670726,1.0384059e-06,3.611812e-08,9.397041e-10,1.6007841e-10,1.9586858e-11,2.4668363e-16,4.8199603e-05,1.815243e-09,0.00015095949,0.9997311,6.955373e-05,7.611157e-08,1.0591207e-09,1.1326942e-12,1.9253556e-10,3.8813848e-08,0.0010957033,1.6312008e-06,0.016692422,0.98220694,3.2272715e-06,1.2824344e-07,5.4783034e-10,1.9585872e-10
event_0302,2022-06-29,test_0302,test_label,input_event_sample0302,2.5664752e-11,1.3769769e-08,1.9699357e-06,9.961122e-09,8.881365e-05,1.3439938e-09,2.3470984e-11,0.99988914,1.9246501e-05,7.910202e-07,4.1556354e-09,2.276509e-06,5.1640054e-05,3.458734e-08,0.0004043952,1.501292e-06,2.7554385e-09,0.9995166,2.344766e-05,1.1942235e-07,8.536235e-11,2.3851097e-09,8.386032e-07,2.6259588e-09,6.774307e-05,6.3473133e-09,7.877703e-10,0.99989736,3.3713673e-05,3.3750825e-07,2.403591e-08,4.24498e-06,5.2495878e-05,6.529539e-08,0.00031588163,6.2178865e-06,6.3686993e-09,0.9996086,1.1916519e-05,5.241793e-07,1.3753766e-10,9.249945e-09,5.9419e-07,2.676641e-09,8.424132e-05,3.1517369e-09,1.6922765e-08,0.99987936,3.572139e-05,5.7555752e-08,9.238591e-09,2.7357096e-06,0.000562497,1.9698254e-07,5.492907e-05,5.821666e-06,1.277753e-08,0.9993722,1.5044114e-06,3.7208448e-08
event_0464,2022-06-29,test_0464,test_label,input_event_sample0464,7.029442e-10,2.9992343e-08,2.2185507e-13,1.8452325e-11,3.6769845e-05,1.4352742e-15,1.7666801e-08,2.5333636e-14,1.5468353e-05,0.99994767,3.6000267e-22,9.848229e-13,4.6669594e-31,8.97419e-12,3.3908815e-12,9.2311366e-33,2.3639117e-14,1.6603546e-21,1.0704358e-22,1.0,7.660189e-24,4.5072868e-15,8.1675905e-30,4.3210818e-13,1.6642495e-12,9.907245e-30,4.8316565e-08,6.723902e-18,5.2289893e-20,1.0,1.82608e-17,4.914921e-07,1.2043914e-14,4.5497654e-05,7.321038e-09,5.133509e-19,1.8976464e-13,1.3634405e-10,3.0774544e-16,0.999954,6.201593e-30,3.2257e-23,0.0,8.4223284e-22,1.4386288e-13,0.0,9.6730124e-24,2.4219884e-25,3.1102673e-22,1.0,3.0869977e-19,5.7670636e-11,3.3060555e-21,1.1925652e-09,2.7367859e-08,3.4061733e-23,2.9525248e-15,6.1293483e-13,5.853205e-10,1.0
event_0458,2022-06-29,test_0458,test_label,input_event_sample0458,6.5758565e-10,2.8393693e-14,0.98440105,1.4082568e-05,1.7163975e-05,0.015545265,2.1906964e-05,2.5467085e-07,1.8772735e-07,2.3222433e-11,3.694098e-11,1.1697842e-14,0.999966,7.870331e-06,2.4349335e-06,2.3604653e-05,1.7347459e-09,1.3095212e-07,2.943259e-08,1.9775686e-11,1.9380057e-11,7.5700356e-13,0.9999887,3.4223144e-06,1.5730797e-06,2.724592e-07,1.8640509e-10,6.122308e-06,3.201715e-08,3.1068346e-11,1.3203749e-11,4.2289018e-14,0.9999882,5.991157e-06,1.7284266e-07,7.847439e-09,9.5988165e-12,5.6487656e-06,2.2707056e-08,3.068752e-11,6.7874116e-11,7.899219e-13,0.99998665,8.8924735e-06,1.1429128e-06,3.6926252e-07,1.0119741e-09,2.9228136e-06,4.7023082e-08,8.621991e-11,4.1705944e-10,2.745304e-13,0.99983144,7.438985e-05,1.9362446e-06,8.838623e-05,2.3403953e-08,3.741561e-06,1.1766883e-07,7.5876146e-11
event_0459,2022-06-29,test_0459,test_label,input_event_sample0459,2.6555307e-12,0.99972576,2.4358006e-13,5.2995674e-05,1.8688663e-08,8.083205e-12,0.0002204883,1.4340413e-12,1.4088453e-14,7.5454614e-07,7.252457e-10,0.9999249,6.5374494e-12,2.1649237e-05,5.9354304e-09,8.927904e-11,4.9782444e-05,1.6574202e-10,2.8111537e-12,3.5215112e-06,4.6180112e-08,0.99979585,4.3354467e-09,1.3779448e-05,2.7668722e-07,9.770974e-09,0.00017718195,3.355848e-08,6.6294543e-09,1.29136815e-05,4.7132146e-12,0.9999765,3.082065e-12,1.9563831e-05,8.021957e-09,9.712606e-13,3.613996e-06,1.6944353e-10,4.8415926e-14,3.4885716e-07,6.7739664e-10,0.9999392,6.8559923e-12,2.0231859e-05,5.591396e-09,8.3486454e-11,3.7588477e-05,1.9083576e-10,2.8888255e-12,3.023188e-06,2.9674475e-11,0.9994091,9.186908e-11,0.0003798304,3.7671733e-05,8.2405596e-11,0.00012328055,3.0719658e-09,2.8702862e-10,5.0208888e-05
event_0303,2022-06-29,test_0303,test_label,input_event_sample0303,1.8259035e-13,1.7181331e-09,5.8705306e-12,3.2753158e-07,3.554179e-07,2.8417396e-06,0.9999964,7.645837e-14,1.0039852e-11,1.4766579e-09,2.7722277e-17,6.524312e-10,1.0796269e-18,4.962058e-08,1.899084e-11,5.978674e-16,0.9999951,1.8247285e-16,2.0751217e-18,4.8561346e-06,1.0471757e-18,1.0337627e-06,3.7620404e-20,8.38405e-07,3.639738e-11,6.97769e-19,0.9999976,1.0606464e-13,3.2161273e-19,4.6944717e-07,1.0213545e-16,2.6894427e-09,1.147935e-19,5.1204603e-07,2.852916e-07,1.2584267e-16,0.9999701,6.967314e-18,1.07067664e-16,2.9155091e-05,4.1097665e-19,7.160049e-16,2.6135213e-20,6.5050987e-13,2.0862007e-10,1.5381257e-08,1.0,4.7530913e-24,1.0859959e-21,2.6155912e-16,2.226886e-18,3.4260702e-13,8.868692e-19,1.26832815e-11,8.82245e-11,3.4741025e-12,1.0,8.639141e-23,3.2360808e-21,1.4425723e-16
event_0465,2022-06-29,test_0465,test_label,input_event_sample0465,1.5070013e-13,1.7020375e-05,5.9804904e-11,0.99997973,2.197683e-08,1.8078412e-11,3.0238668e-06,2.6743075e-16,2.477034e-14,1.4153932e-07,1.8295627e-13,1.443868e-07,1.7174865e-09,0.999298,9.971734e-08,8.3059193e-10,0.0007017451,4.3773137e-17,2.8696328e-14,4.2765606e-08,2.1293002e-14,1.4688763e-06,2.5456527e-12,0.81452173,1.7647397e-07,1.2668574e-09,0.1854766,1.182755e-16,1.7544718e-16,2.8246474e-08,1.3311482e-11,7.749858e-06,1.2214548e-05,0.9992741,4.2467664e-06,1.920244e-09,0.00070105476,1.3964536e-10,6.2999786e-11,7.456481e-07,1.0706556e-11,1.947714e-05,2.381421e-09,0.9043311,2.6860536e-07,1.8975818e-08,0.09564861,2.7543348e-14,2.6938442e-13,4.2532e-07,1.2873385e-12,3.8965975e-08,6.253236e-07,0.99999666,1.4186232e-06,3.021299e-11,8.190857e-07,3.1720286e-12,2.5589642e-11,5.0867595e-07
event_0471,2022-06-29,test_0471,test_label,input_event_sample0471,0.0,0.0,0.0,9.3006186e-35,1.0,0.0,1.5391807e-25,0.0,1.5911223e-22,1.2482214e-19,1.936901e-18,3.95968e-38,3.250205e-16,2.4351802e-18,1.0,1.02859226e-14,1.2073618e-09,4.8314895e-27,1.2084025e-10,9.6080734e-15,8.095932e-18,2.268334e-18,2.8164396e-16,5.7877396e-16,0.9999249,4.2592596e-20,1.3638657e-15,2.9449948e-13,6.8664527e-09,7.514567e-05,9.730418e-23,7.1753387e-37,3.636649e-20,1.0663646e-14,1.0,5.616512e-17,5.680586e-12,1.7553318e-27,1.9058546e-10,5.333687e-13,1.3456074e-28,0.0,1.7607551e-22,7.5648116e-20,1.0,6.8441065e-33,3.4606082e-21,7.331331e-30,4.9506523e-12,4.3820245e-18,1.3248793e-13,3.3418936e-14,9.5406484e-08,7.458783e-10,0.999998,1.6021806e-06,1.687485e-07,1.3447767e-08,1.1971015e-07,2.3898275e-08
event_0317,2022-06-29,test_0317,test_label,input_event_sample0317,8.763673e-17,1.549164e-19,2.7912536e-12,1.0730608e-14,1.4315588e-09,2.4213283e-21,6.563294e-15,3.117129e-13,1.0,1.5367212e-08,5.996501e-22,1.2703043e-25,2.8313133e-23,1.5749926e-22,1.9532127e-15,1.8061673e-27,2.9191963e-22,8.73908e-22,1.0,1.7133824e-11,1.782005e-15,9.586454e-18,4.350367e-11,3.219204e-14,7.3518186e-06,6.053951e-17,1.6818415e-15,0.0008015624,0.9991911,3.0323328e-08,1.527054e-12,1.07162195e-14,1.2807725e-09,1.6464314e-12,4.2996767e-06,2.9731545e-15,7.89876e-13,4.457069e-06,0.9999895,1.7650246e-06,1.0950783e-13,1.3849463e-15,2.111117e-07,2.0330264e-10,6.3136526e-05,4.798205e-15,1.8055959e-13,4.2708416e-05,0.9998939,4.3698723e-08,5.0089027e-11,1.051414e-11,3.88507e-05,7.434484e-08,0.0020506617,6.555933e-11,4.768115e-09,0.00068068155,0.99722785,1.9033323e-06
event_0129,2022-06-29,test_0129,test_label,input_event_sample0129,9.043767e-11,0.99982613,1.1250417e-12,0.00015246194,1.1392547e-08,2.2168878e-11,1.8509283e-05,1.498357e-11,1.4548545e-12,2.9492053e-06,5.578081e-15,0.9967698,9.037004e-15,0.00322956,3.6482366e-08,9.6342964e-14,4.3062704e-07,1.2800403e-13,1.602638e-14,2.700303e-07,1.3400965e-10,0.99980086,1.2028781e-10,0.00017821456,6.698896e-07,5.947621e-10,1.1221306e-05,2.5989156e-08,4.6871307e-10,9.01518e-06,1.1870374e-10,0.9998387,1.1027283e-10,0.00014266584,5.4765263e-07,5.063744e-10,1.0757122e-05,2.9828662e-08,3.9898906e-10,7.24282e-06,2.9853417e-13,0.99990225,6.9842087e-13,9.404872e-05,5.317456e-08,3.9753552e-13,3.0169388e-06,2.622284e-12,4.911582e-15,6.473084e-07,1.217634e-13,0.999826,2.4025238e-15,0.00016900382,3.0547117e-08,1.461153e-12,2.9726507e-06,6.7820925e-14,8.459949e-15,2.0279335e-06
event_0101,2022-06-29,test_0101,test_label,input_event_sample0101,6.0890595e-19,3.3211059e-31,2.9589265e-13,1.8106634e-14,1.0,7.1736525e-19,9.244987e-18,8.0152716e-22,3.0973954e-08,5.1361367e-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.8411676e-30,8.702073e-33,2.1661144e-28,0.0,2.4017016e-25,2.3776135e-21,1.0,1.5222467e-18,6.969557e-14,7.7308056e-35,1.4238712e-13,8.408858e-19,1.6251515e-12,6.3201173e-24,2.6429349e-14,4.6747016e-12,1.0,1.3686132e-13,1.8120559e-10,8.6146964e-14,2.5713891e-08,4.0961e-09,3.7038883e-38,0.0,0.0,4.5854056e-34,1.0,2.9933733e-38,1.5535891e-21,0.0,1.5115218e-14,1.0506879e-17,4.1084496e-34,0.0,0.0,0.0,1.0,0.0,1.5014198e-28,0.0,5.080464e-11,1.7931083e-14
