,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,,event_id,start_time,asset_name,manual_event_type,image_name,,,,,,parameters,values
72,0.78125,1.09205254,1.09205254,1.09205254,1.09205254,1.09205254,1.09205254,,event_072,2022_06_01,test_072,test_label,sags_sample0679.png,,,,,,,
73,0.792100694,1.080839386,1.080839386,1.080839386,1.080839386,1.080839386,1.080839386,,event_073,2022_06_01,test_073,test_label,swells_harmonics_sample0626.png,,,,,,,
74,0.802951389,1.083685978,1.083685978,1.083685978,1.083685978,1.083685978,1.083685978,,event_074,2022_06_01,test_074,test_label,swells_harmonics_sample063.png,,,,,,,
75,0.813802083,1.073387129,1.073387129,1.073387129,1.073387129,1.073387129,1.073387129,,event_075,2022_06_01,test_075,test_label,sags_harmonics_sample0326.png,,,,,,,
76,0.824652778,1.071587362,1.071587362,1.071587362,1.071587362,1.071587362,1.071587362,,event_076,2022_06_01,test_076,test_label,osc_transients_sample0480.png,,,,,,,
77,0.835503472,1.0573958,1.0573958,1.0573958,1.0573958,1.0573958,1.0573958,,event_077,2022_06_01,test_077,test_label,spikes_sample0427.png,,,,,,,
78,0.846354167,1.060672578,1.060672578,1.060672578,1.060672578,1.060672578,1.060672578,,event_078,2022_06_01,test_078,test_label,flickers_sample080.png,,,,,,,
79,0.857204861,1.040254324,1.040254324,1.040254324,1.040254324,1.040254324,1.040254324,,event_079,2022_06_01,test_079,test_label,spikes_sample0433.png,,,,,,,
80,0.868055556,1.026000251,1.026000251,1.026000251,1.026000251,1.026000251,1.026000251,,event_080,2022_06_01,test_080,test_label,swells_sample0820.png,,,,,,,
81,0.87890625,1.029216546,1.029216546,1.029216546,1.029216546,1.029216546,1.029216546,,event_081,2022_06_01,test_081,test_label,osc_transients_sample0494.png,,,,,,,
82,0.889756944,1.016087249,1.016087249,1.016087249,1.016087249,1.016087249,1.016087249,,event_082,2022_06_01,test_082,test_label,flickers_sample094.png,,,,,,,
83,0.900607639,1.012476532,1.012476532,1.012476532,1.012476532,1.012476532,1.012476532,,event_083,2022_06_01,test_083,test_label,swells_harmonics_sample0140.png,,,,,,,
84,0.911458333,0.985867231,0.985867231,0.985867231,0.985867231,0.985867231,0.985867231,,event_084,2022_06_01,test_084,test_label,swells_harmonics_sample0154.png,,,,,,,
85,0.922309028,0.983624776,0.983624776,0.983624776,0.983624776,0.983624776,0.983624776,,event_085,2022_06_01,test_085,test_label,interruptions_harmonics_sample0393.png,,,,,,,
86,0.933159722,0.966706028,0.966706028,0.966706028,0.966706028,0.966706028,0.966706028,,event_086,2022_06_01,test_086,test_label,harmonics_sample0155.png,,,,,,,
87,0.944010417,0.952720299,0.952720299,0.952720299,0.952720299,0.952720299,0.952720299,,event_087,2022_06_01,test_087,test_label,sags_harmonics_sample0332.png,,,,,,,
88,0.954861111,0.937289207,0.937289207,0.937289207,0.937289207,0.937289207,0.937289207,,event_088,2022_06_01,test_088,test_label,swells_harmonics_sample077.png,,,,,,,
89,0.965711806,0.918883486,0.918883486,0.918883486,0.918883486,0.918883486,0.918883486,,event_089,2022_06_01,test_089,test_label,swells_harmonics_sample0632.png,,,,,,,
90,0.9765625,0.913615398,0.913615398,0.913615398,0.913615398,0.913615398,0.913615398,,event_090,2022_06_01,test_090,test_label,interruptions_sample0804.png,,,,,,,
91,0.987413194,0.895766478,0.895766478,0.895766478,0.895766478,0.895766478,0.895766478,,event_091,2022_06_01,test_091,test_label,sags_harmonics_sample0454.png,,,,,,,
92,0.998263889,0.87884027,0.87884027,0.87884027,0.87884027,0.87884027,0.87884027,,event_092,2022_06_01,test_092,test_label,osc_transients_sample019.png,,,,,,,
93,1.009114583,0.873868074,0.873868074,0.873868074,0.873868074,0.873868074,0.873868074,,event_093,2022_06_01,test_093,test_label,swells_sample0834.png,,,,,,,
94,1.019965278,0.846021605,0.846021605,0.846021605,0.846021605,0.846021605,0.846021605,,event_094,2022_06_01,test_094,test_label,spikes_sample0355.png,,,,,,,
95,1.030815972,0.839407791,0.839407791,0.839407791,0.839407791,0.839407791,0.839407791,,event_095,2022_06_01,test_095,test_label,harmonics_sample0633.png,,,,,,,
96,1.041666667,0.808153715,0.808153715,0.808153715,0.808153715,0.808153715,0.808153715,,event_096,2022_06_01,test_096,test_label,interruptions_harmonics_sample0387.png,,,,,,,
97,1.052517361,0.782145308,0.782145308,0.782145308,0.782145308,0.782145308,0.782145308,,event_097,2022_06_01,test_097,test_label,sags_sample0137.png,,,,,,,
98,1.063368056,0.769245977,0.769245977,0.769245977,0.769245977,0.769245977,0.769245977,,event_098,2022_06_01,test_098,test_label,interruptions_sample0838.png,,,,,,,
99,1.07421875,0.752129459,0.752129459,0.752129459,0.752129459,0.752129459,0.752129459,,event_099,2022_06_01,test_099,test_label,swells_harmonics_sample0168.png,,,,,,,
100,1.085069444,0.731567114,0.731567114,0.731567114,0.731567114,0.731567114,0.731567114,,event_100,2022_06_01,test_100,test_label,sags_harmonics_sample067.png,,,,,,,
101,1.095920139,0.712162369,0.712162369,0.712162369,0.712162369,0.712162369,0.712162369,,event_101,2022_06_01,test_101,test_label,osc_transients_sample031.png,,,,,,,
102,1.106770833,0.683438274,0.683438274,0.683438274,0.683438274,0.683438274,0.683438274,,event_102,2022_06_01,test_102,test_label,osc_transients_sample025.png,,,,,,,
103,1.117621528,0.66914755,0.66914755,0.66914755,0.66914755,0.66914755,0.66914755,,event_103,2022_06_01,test_103,test_label,sags_sample0123.png,,,,,,,
104,1.128472222,0.636850649,0.636850649,0.636850649,0.636850649,0.636850649,0.636850649,,event_104,2022_06_01,test_104,test_label,swells_sample0808.png,,,,,,,
105,1.139322917,0.618245152,0.618245152,0.618245152,0.618245152,0.618245152,0.618245152,,event_105,2022_06_01,test_105,test_label,sags_sample0645.png,,,,,,,
106,1.150173611,0.59780686,0.59780686,0.59780686,0.59780686,0.59780686,0.59780686,,event_106,2022_06_01,test_106,test_label,spikes_sample0369.png,,,,,,,
107,1.161024306,0.565808712,0.565808712,0.565808712,0.565808712,0.565808712,0.565808712,,event_107,2022_06_01,test_107,test_label,interruptions_sample0192.png,,,,,,,
108,1.171875,0.543986662,0.543986662,0.543986662,0.543986662,0.543986662,0.543986662,,event_108,2022_06_01,test_108,test_label,interruptions_sample0409.png,,,,,,,
109,1.182725694,0.519154942,0.519154942,0.519154942,0.519154942,0.519154942,0.519154942,,event_109,2022_06_01,test_109,test_label,interruptions_harmonics_sample0152.png,,,,,,,
110,1.193576389,0.489337043,0.489337043,0.489337043,0.489337043,0.489337043,0.489337043,,event_110,2022_06_01,test_110,test_label,osc_transients_sample0655.png,,,,,,,
111,1.204427083,0.474841624,0.474841624,0.474841624,0.474841624,0.474841624,0.474841624,,event_111,2022_06_01,test_111,test_label,harmonics_sample0169.png,,,,,,,
112,1.215277778,0.442774998,0.442774998,0.442774998,0.442774998,0.442774998,0.442774998,,event_112,2022_06_01,test_112,test_label,sags_harmonics_sample073.png,,,,,,,
113,1.226128472,0.415479459,0.415479459,0.415479459,0.415479459,0.415479459,0.415479459,,event_113,2022_06_01,test_113,test_label,swells_sample0439.png,,,,,,,
114,1.236979167,0.390303551,0.390303551,0.390303551,0.390303551,0.390303551,0.390303551,,event_114,2022_06_01,test_114,test_label,sags_harmonics_sample0468.png,,,,,,,
115,1.247829861,0.363837896,0.363837896,0.363837896,0.363837896,0.363837896,0.363837896,,event_115,2022_06_01,test_115,test_label,interruptions_sample0186.png,,,,,,,
116,1.258680556,0.340324871,0.340324871,0.340324871,0.340324871,0.340324871,0.340324871,,event_116,2022_06_01,test_116,test_label,swells_harmonics_sample0381.png,,,,,,,
117,1.26953125,0.303592984,0.303592984,0.303592984,0.303592984,0.303592984,0.303592984,,event_117,2022_06_01,test_117,test_label,sags_sample0651.png,,,,,,,
118,1.280381944,0.283112236,0.283112236,0.283112236,0.283112236,0.283112236,0.283112236,,event_118,2022_06_01,test_118,test_label,sags_sample0889.png,,,,,,,
119,1.291232639,0.267833065,0.267833065,0.267833065,0.267833065,0.267833065,0.267833065,,event_119,2022_06_01,test_119,test_label,osc_transients_sample0127.png,,,,,,,
120,1.302083333,0.226915553,0.226915553,0.226915553,0.226915553,0.226915553,0.226915553,,event_120,2022_06_01,test_120,test_label,harmonics_sample0394.png,,,,,,,
121,1.312934028,0.202671832,0.202671832,0.202671832,0.202671832,0.202671832,0.202671832,,event_121,2022_06_01,test_121,test_label,osc_transients_sample0133.png,,,,,,,
122,1.323784722,0.168575301,0.168575301,0.168575301,0.168575301,0.168575301,0.168575301,,event_122,2022_06_01,test_122,test_label,harmonics_sample0380.png,,,,,,,
123,1.334635417,0.147352712,0.147352712,0.147352712,0.147352712,0.147352712,0.147352712,,event_123,2022_06_01,test_123,test_label,sags_harmonics_sample0859.png,,,,,,,
124,1.345486111,0.102525102,0.102525102,0.102525102,0.102525102,0.102525102,0.102525102,,event_124,2022_06_01,test_124,test_label,sags_harmonics_sample0681.png,,,,,,,
125,1.356336806,0.088089355,0.088089355,0.088089355,0.088089355,0.088089355,0.088089355,,event_125,2022_06_01,test_125,test_label,interruptions_harmonics_sample0634.png,,,,,,,
126,1.3671875,0.05542063,0.05542063,0.05542063,0.05542063,0.05542063,0.05542063,,event_126,2022_06_01,test_126,test_label,interruptions_harmonics_sample0620.png,,,,,,,
127,1.378038194,0.020655393,0.020655393,0.020655393,0.020655393,0.020655393,0.020655393,,event_127,2022_06_01,test_127,test_label,spikes_sample0194.png,,,,,,,
128,1.388888889,-0.013810108,-0.013810108,-0.013810108,-0.013810108,-0.013810108,-0.013810108,,event_128,2022_06_01,test_128,test_label,spikes_sample0180.png,,,,,,,
129,1.399739583,-0.03813302,-0.03813302,-0.03813302,-0.03813302,-0.03813302,-0.03813302,,event_129,2022_06_01,test_129,test_label,sags_harmonics_sample0695.png,,,,,,,
130,1.410590278,-0.059046286,-0.059046286,-0.059046286,-0.059046286,-0.059046286,-0.059046286,,event_130,2022_06_01,test_130,test_label,spikes_sample0802.png,,,,,,,
131,1.421440972,-0.090476126,-0.090476126,-0.090476126,-0.090476126,-0.090476126,-0.090476126,,event_131,2022_06_01,test_131,test_label,sags_sample0484.png,,,,,,,
132,1.432291667,-0.108854948,-0.108854948,-0.108854948,-0.108854948,-0.108854948,-0.108854948,,event_132,2022_06_01,test_132,test_label,interruptions_harmonics_sample0146.png,,,,,,,
133,1.443142361,-0.142507905,-0.142507905,-0.142507905,-0.142507905,-0.142507905,-0.142507905,,event_133,2022_06_01,test_133,test_label,interruptions_harmonics_sample0608.png,,,,,,,
134,1.453993056,-0.176907378,-0.176907378,-0.176907378,-0.176907378,-0.176907378,-0.176907378,,event_134,2022_06_01,test_134,test_label,swells_sample0405.png,,,,,,,
135,1.46484375,-0.195926721,-0.195926721,-0.195926721,-0.195926721,-0.195926721,-0.195926721,,event_135,2022_06_01,test_135,test_label,swells_harmonics_sample0395.png,,,,,,,
136,1.475694444,-0.235966202,-0.235966202,-0.235966202,-0.235966202,-0.235966202,-0.235966202,,event_136,2022_06_01,test_136,test_label,interruptions_sample0435.png,,,,,,,
137,1.486545139,-0.262507967,-0.262507967,-0.262507967,-0.262507967,-0.262507967,-0.262507967,,event_137,2022_06_01,test_137,test_label,osc_transients_sample0641.png,,,,,,,
138,1.497395833,-0.280052627,-0.280052627,-0.280052627,-0.280052627,-0.280052627,-0.280052627,,event_138,2022_06_01,test_138,test_label,osc_transients_sample0669.png,,,,,,,
139,1.508246528,-0.307188976,-0.307188976,-0.307188976,-0.307188976,-0.307188976,-0.307188976,,event_139,2022_06_01,test_139,test_label,osc_transients_sample0899.png,,,,,,,
140,1.519097222,-0.337256079,-0.337256079,-0.337256079,-0.337256079,-0.337256079,-0.337256079,,event_140,2022_06_01,test_140,test_label,flickers_sample0728.png,,,,,,,
141,1.529947917,-0.364194875,-0.364194875,-0.364194875,-0.364194875,-0.364194875,-0.364194875,,event_141,2022_06_01,test_141,test_label,interruptions_sample0421.png,,,,,,,
142,1.540798611,-0.4060176,-0.4060176,-0.4060176,-0.4060176,-0.4060176,-0.4060176,,event_142,2022_06_01,test_142,test_label,swells_sample0411.png,,,,,,,
143,1.551649306,-0.42432366,-0.42432366,-0.42432366,-0.42432366,-0.42432366,-0.42432366,,event_143,2022_06_01,test_143,test_label,sags_harmonics_sample0865.png,,,,,,,
144,1.5625,-0.453037832,-0.453037832,-0.453037832,-0.453037832,-0.453037832,-0.453037832,,event_144,2022_06_01,test_144,test_label,flickers_sample0714.png,,,,,,,
145,1.573350694,-0.481468075,-0.481468075,-0.481468075,-0.481468075,-0.481468075,-0.481468075,,event_145,2022_06_01,test_145,test_label,sags_harmonics_sample0871.png,,,,,,,
146,1.584201389,-0.506886641,-0.506886641,-0.506886641,-0.506886641,-0.506886641,-0.506886641,,event_146,2022_06_01,test_146,test_label,interruptions_sample0347.png,,,,,,,
147,1.595052083,-0.52380271,-0.52380271,-0.52380271,-0.52380271,-0.52380271,-0.52380271,,event_147,2022_06_01,test_147,test_label,swells_sample0377.png,,,,,,,
148,1.605902778,-0.560669401,-0.560669401,-0.560669401,-0.560669401,-0.560669401,-0.560669401,,event_148,2022_06_01,test_148,test_label,flickers_sample0700.png,,,,,,,
149,1.616753472,-0.57446112,-0.57446112,-0.57446112,-0.57446112,-0.57446112,-0.57446112,,event_149,2022_06_01,test_149,test_label,swells_sample0363.png,,,,,,,
150,1.627604167,-0.607335293,-0.607335293,-0.607335293,-0.607335293,-0.607335293,-0.607335293,,event_150,2022_06_01,test_150,test_label,interruptions_sample0353.png,,,,,,,
151,1.638454861,-0.632313806,-0.632313806,-0.632313806,-0.632313806,-0.632313806,-0.632313806,,event_151,2022_06_01,test_151,test_label,sags_sample0490.png,,,,,,,
152,1.649305556,-0.653931328,-0.653931328,-0.653931328,-0.653931328,-0.653931328,-0.653931328,,event_152,2022_06_01,test_152,test_label,osc_transients_sample0696.png,,,,,,,
153,1.66015625,-0.685862725,-0.685862725,-0.685862725,-0.685862725,-0.685862725,-0.685862725,,event_153,2022_06_01,test_153,test_label,swells_harmonics_sample0342.png,,,,,,,
154,1.671006944,-0.70530067,-0.70530067,-0.70530067,-0.70530067,-0.70530067,-0.70530067,,event_154,2022_06_01,test_154,test_label,sags_harmonics_sample0642.png,,,,,,,
155,1.681857639,-0.739104937,-0.739104937,-0.739104937,-0.739104937,-0.739104937,-0.739104937,,event_155,2022_06_01,test_155,test_label,sags_harmonics_sample0124.png,,,,,,,
156,1.692708333,-0.749291453,-0.749291453,-0.749291453,-0.749291453,-0.749291453,-0.749291453,,event_156,2022_06_01,test_156,test_label,swells_harmonics_sample0424.png,,,,,,,
157,1.703559028,-0.775058677,-0.775058677,-0.775058677,-0.775058677,-0.775058677,-0.775058677,,event_157,2022_06_01,test_157,test_label,interruptions_harmonics_sample0191.png,,,,,,,
158,1.714409722,-0.790621161,-0.790621161,-0.790621161,-0.790621161,-0.790621161,-0.790621161,,event_158,2022_06_01,test_158,test_label,harmonics_sample0343.png,,,,,,,
159,1.725260417,-0.829868445,-0.829868445,-0.829868445,-0.829868445,-0.829868445,-0.829868445,,event_159,2022_06_01,test_159,test_label,spikes_sample0625.png,,,,,,,
160,1.736111111,-0.842594236,-0.842594236,-0.842594236,-0.842594236,-0.842594236,-0.842594236,,event_160,2022_06_01,test_160,test_label,harmonics_sample0425.png,,,,,,,
161,1.746961806,-0.855225882,-0.855225882,-0.855225882,-0.855225882,-0.855225882,-0.855225882,,event_161,2022_06_01,test_161,test_label,spikes_sample0816.png,,,,,,,
