,amplitude (in pu),timestamps (in ms)
257,0.024541229,16.73177083
258,0.049067674,16.796875
259,0.073564564,16.86197917
260,0.09801714,16.92708333
261,0.122410675,16.9921875
262,0.146730474,17.05729167
263,0.170961889,17.12239583
264,0.195090322,17.1875
265,0.21910124,17.25260417
266,0.24298018,17.31770833
267,0.266712757,17.3828125
268,0.290284677,17.44791667
269,0.31368174,17.51302083
270,0.336889853,17.578125
271,0.359895037,17.64322917
272,0.382683432,17.70833333
273,0.405241314,17.7734375
274,0.427555093,17.83854167
275,0.44961133,17.90364583
276,0.471396737,17.96875
277,0.492898192,18.03385417
278,0.514102744,18.09895833
279,0.53499762,18.1640625
280,0.555570233,18.22916667
281,0.575808191,18.29427083
282,0.595699304,18.359375
283,0.615231591,18.42447917
284,0.634393284,18.48958333
285,0.653172843,18.5546875
286,0.671558955,18.61979167
287,0.689540545,18.68489583
288,0.707106781,18.75
289,0.724247083,18.81510417
290,0.740951125,18.88020833
291,0.757208847,18.9453125
292,0.773010453,19.01041667
293,0.788346428,19.07552083
294,0.803207531,19.140625
295,0.817584813,19.20572917
296,0.831469612,19.27083333
297,0.844853565,19.3359375
298,0.85772861,19.40104167
299,0.870086991,19.46614583
300,0.881921264,19.53125
301,0.893224301,19.59635417
302,0.903989293,19.66145833
303,0.914209756,19.7265625
304,0.923879533,19.79166667
305,0.932992799,19.85677083
306,0.941544065,19.921875
307,0.949528181,19.98697917
308,0.956940336,20.05208333
309,0.963776066,20.1171875
310,0.970031253,20.18229167
311,0.97570213,20.24739583
312,0.98078528,20.3125
313,0.985277642,20.37760417
314,0.98917651,20.44270833
315,0.992479535,20.5078125
316,0.995184727,20.57291667
317,0.997290457,20.63802083
318,0.998795456,20.703125
319,0.999698819,20.76822917
320,1,20.83333333
321,0.999698819,20.8984375
322,0.998795456,20.96354167
323,0.997290457,21.02864583
324,0.995184727,21.09375
325,0.992479535,21.15885417
326,0.98917651,21.22395833
327,0.985277642,21.2890625
328,0.98078528,21.35416667
329,0.97570213,21.41927083
330,0.970031253,21.484375
331,0.963776066,21.54947917
332,0.956940336,21.61458333
333,0.949528181,21.6796875
334,0.941544065,21.74479167
335,0.932992799,21.80989583
336,0.923879533,21.875
337,0.914209756,21.94010417
338,0.903989293,22.00520833
339,0.893224301,22.0703125
340,0.881921264,22.13541667
341,0.870086991,22.20052083
342,0.85772861,22.265625
343,0.844853565,22.33072917
344,0.831469612,22.39583333
345,0.817584813,22.4609375
346,0.803207531,22.52604167
347,0.788346428,22.59114583
348,0.773010453,22.65625
349,0.757208847,22.72135417
350,0.740951125,22.78645833
351,0.724247083,22.8515625
352,0.707106781,22.91666667
353,0.689540545,22.98177083
354,0.671558955,23.046875
355,0.653172843,23.11197917
356,0.634393284,23.17708333
357,0.615231591,23.2421875
358,0.595699304,23.30729167
359,0.575808191,23.37239583
360,0.555570233,23.4375
361,0.53499762,23.50260417
362,0.514102744,23.56770833
363,0.492898192,23.6328125
364,0.471396737,23.69791667
365,0.44961133,23.76302083
366,0.427555093,23.828125
367,0.405241314,23.89322917
368,0.382683432,23.95833333
369,0.359895037,24.0234375
370,0.336889853,24.08854167
371,0.31368174,24.15364583
372,0.290284677,24.21875
373,0.266712757,24.28385417
374,0.24298018,24.34895833
375,0.21910124,24.4140625
376,0.195090322,24.47916667
377,0.170961889,24.54427083
378,0.146730474,24.609375
379,0.122410675,24.67447917
380,0.09801714,24.73958333
381,0.073564564,24.8046875
382,0.049067674,24.86979167
383,0.024541229,24.93489583
384,3.67E-16,25
385,-0.024541229,25.06510417
386,-0.049067674,25.13020833
387,-0.073564564,25.1953125
388,-0.09801714,25.26041667
389,-0.122410675,25.32552083
390,-0.146730474,25.390625
391,-0.170961889,25.45572917
392,-0.195090322,25.52083333
393,-0.21910124,25.5859375
394,-0.24298018,25.65104167
395,-0.266712757,25.71614583
396,-0.290284677,25.78125
397,-0.31368174,25.84635417
398,-0.336889853,25.91145833
399,-0.359895037,25.9765625
400,-0.382683432,26.04166667
401,-0.405241314,26.10677083
402,-0.427555093,26.171875
403,-0.44961133,26.23697917
404,-0.471396737,26.30208333
405,-0.492898192,26.3671875
406,-0.514102744,26.43229167
407,-0.53499762,26.49739583
408,-0.555570233,26.5625
409,-0.575808191,26.62760417
410,-0.595699304,26.69270833
411,-0.615231591,26.7578125
412,-0.634393284,26.82291667
413,-0.653172843,26.88802083
414,-0.671558955,26.953125
415,-0.689540545,27.01822917
416,-0.707106781,27.08333333
417,-0.724247083,27.1484375
418,-0.740951125,27.21354167
419,-0.757208847,27.27864583
420,-0.773010453,27.34375
421,-0.788346428,27.40885417
422,-0.803207531,27.47395833
423,-0.817584813,27.5390625
424,-0.831469612,27.60416667
425,-0.844853565,27.66927083
426,-0.85772861,27.734375
427,-0.870086991,27.79947917
428,-0.881921264,27.86458333
429,-0.893224301,27.9296875
430,-0.903989293,27.99479167
431,-0.914209756,28.05989583
432,-0.923879533,28.125
433,-0.932992799,28.19010417
434,-0.941544065,28.25520833
435,-0.949528181,28.3203125
436,-0.956940336,28.38541667
437,-0.963776066,28.45052083
438,-0.970031253,28.515625
439,-0.97570213,28.58072917
440,-0.98078528,28.64583333
441,-0.985277642,28.7109375
442,-0.98917651,28.77604167
443,-0.992479535,28.84114583
444,-0.995184727,28.90625
445,-0.997290457,28.97135417
446,-0.998795456,29.03645833
447,-0.999698819,29.1015625
448,-1,29.16666667
449,-0.999698819,29.23177083
450,-0.998795456,29.296875
451,-0.997290457,29.36197917
452,-0.995184727,29.42708333
453,-0.992479535,29.4921875
454,-0.98917651,29.55729167
455,-0.985277642,29.62239583
456,-0.98078528,29.6875
457,-0.97570213,29.75260417
458,-0.970031253,29.81770833
459,-0.963776066,29.8828125
460,-0.956940336,29.94791667
461,-0.949528181,30.01302083
462,-0.941544065,30.078125
463,-0.932992799,30.14322917
464,-0.923879533,30.20833333
465,-0.914209756,30.2734375
466,-0.903989293,30.33854167
467,-0.893224301,30.40364583
468,-0.881921264,30.46875
469,-0.870086991,30.53385417
470,-0.85772861,30.59895833
471,-0.844853565,30.6640625
472,-0.831469612,30.72916667
473,-0.817584813,30.79427083
474,-0.803207531,30.859375
475,-0.788346428,30.92447917
476,-0.773010453,30.98958333
477,-0.757208847,31.0546875
478,-0.740951125,31.11979167
479,-0.724247083,31.18489583
480,-0.707106781,31.25
481,-0.689540545,31.31510417
482,-0.671558955,31.38020833
483,-0.653172843,31.4453125
484,-0.634393284,31.51041667
485,-0.615231591,31.57552083
486,-0.595699304,31.640625
487,-0.575808191,31.70572917
488,-0.555570233,31.77083333
489,-0.53499762,31.8359375
490,-0.514102744,31.90104167
491,-0.492898192,31.96614583
492,-0.471396737,32.03125
493,-0.44961133,32.09635417
494,-0.427555093,32.16145833
495,-0.405241314,32.2265625
496,-0.382683432,32.29166667
497,-0.359895037,32.35677083
498,-0.336889853,32.421875
499,-0.31368174,32.48697917
500,-0.290284677,32.55208333
501,-0.266712757,32.6171875
502,-0.24298018,32.68229167
503,-0.21910124,32.74739583
504,-0.195090322,32.8125
505,-0.170961889,32.87760417
506,-0.146730474,32.94270833
507,-0.122410675,33.0078125
508,-0.09801714,33.07291667
509,-0.073564564,33.13802083
510,-0.049067674,33.203125
511,-0.024541229,33.26822917
512,-2.27E-15,33.33333333
513,0.024541229,33.3984375
514,0.049067674,33.46354167
515,0.073564564,33.52864583
516,0.09801714,33.59375
517,0.122410675,33.65885417
518,0.146730474,33.72395833
519,0.170961889,33.7890625
520,0.195090322,33.85416667
521,0.21910124,33.91927083
522,0.24298018,33.984375
523,0.266712757,34.04947917
524,0.290284677,34.11458333
525,0.31368174,34.1796875
526,0.336889853,34.24479167
527,0.359895037,34.30989583
528,0.382683432,34.375
529,0.405241314,34.44010417
530,0.427555093,34.50520833
531,0.44961133,34.5703125
532,0.471396737,34.63541667
533,0.492898192,34.70052083
534,0.514102744,34.765625
535,0.53499762,34.83072917
536,0.555570233,34.89583333
537,0.575808191,34.9609375
538,0.595699304,35.02604167
539,0.615231591,35.09114583
540,0.634393284,35.15625
541,0.653172843,35.22135417
542,0.671558955,35.28645833
543,0.689540545,35.3515625
544,0.707106781,35.41666667
545,0.724247083,35.48177083
546,0.740951125,35.546875
547,0.757208847,35.61197917
548,0.773010453,35.67708333
549,0.788346428,35.7421875
550,0.803207531,35.80729167
551,0.817584813,35.87239583
552,0.831469612,35.9375
553,0.844853565,36.00260417
554,0.85772861,36.06770833
555,0.870086991,36.1328125
556,0.881921264,36.19791667
557,0.893224301,36.26302083
558,0.903989293,36.328125
559,0.914209756,36.39322917
560,0.923879533,36.45833333
561,0.932992799,36.5234375
562,0.941544065,36.58854167
563,0.949528181,36.65364583
564,0.956940336,36.71875
565,0.963776066,36.78385417
566,0.970031253,36.84895833
567,0.97570213,36.9140625
568,0.98078528,36.97916667
569,0.985277642,37.04427083
570,0.98917651,37.109375
571,0.992479535,37.17447917
572,0.995184727,37.23958333
573,0.997290457,37.3046875
574,0.998795456,37.36979167
575,0.999698819,37.43489583
576,1,37.5
577,0.999698819,37.56510417
578,0.998795456,37.63020833
579,0.997290457,37.6953125
580,0.995184727,37.76041667
581,0.992479535,37.82552083
582,0.98917651,37.890625
583,0.985277642,37.95572917
584,0.98078528,38.02083333
585,0.97570213,38.0859375
586,0.970031253,38.15104167
587,0.963776066,38.21614583
588,0.956940336,38.28125
589,0.949528181,38.34635417
590,0.941544065,38.41145833
591,0.932992799,38.4765625
592,0.923879533,38.54166667
593,0.914209756,38.60677083
594,0.903989293,38.671875
595,0.893224301,38.73697917
596,0.881921264,38.80208333
597,0.870086991,38.8671875
598,0.85772861,38.93229167
599,0.844853565,38.99739583
600,0.831469612,39.0625
601,0.817584813,39.12760417
602,0.803207531,39.19270833
603,0.788346428,39.2578125
604,0.773010453,39.32291667
605,0.757208847,39.38802083
606,0.740951125,39.453125
607,0.724247083,39.51822917
608,0.707106781,39.58333333
609,0.689540545,39.6484375
610,0.671558955,39.71354167
611,0.653172843,39.77864583
612,0.634393284,39.84375
613,0.615231591,39.90885417
614,0.595699304,39.97395833
615,0.575808191,40.0390625
616,0.555570233,40.10416667
617,0.53499762,40.16927083
618,0.514102744,40.234375
619,0.492898192,40.29947917
620,0.471396737,40.36458333
621,0.44961133,40.4296875
622,0.427555093,40.49479167
623,0.405241314,40.55989583
624,0.382683432,40.625
625,0.359895037,40.69010417
626,0.336889853,40.75520833
627,0.31368174,40.8203125
628,0.290284677,40.88541667
629,0.266712757,40.95052083
630,0.24298018,41.015625
631,0.21910124,41.08072917
632,0.195090322,41.14583333
633,0.170961889,41.2109375
634,0.146730474,41.27604167
635,0.122410675,41.34114583
636,0.09801714,41.40625
637,0.073564564,41.47135417
638,0.049067674,41.53645833
639,0.024541229,41.6015625
640,2.39E-15,41.66666667
641,-0.024541229,41.73177083
642,-0.049067674,41.796875
643,-0.073564564,41.86197917
644,-0.09801714,41.92708333
645,-0.122410675,41.9921875
646,-0.146730474,42.05729167
647,-0.170961889,42.12239583
648,-0.195090322,42.1875
649,-0.21910124,42.25260417
650,-0.24298018,42.31770833
651,-0.266712757,42.3828125
652,-0.290284677,42.44791667
653,-0.31368174,42.51302083
654,-0.336889853,42.578125
655,-0.359895037,42.64322917
656,-0.382683432,42.70833333
657,-0.405241314,42.7734375
658,-0.427555093,42.83854167
659,-0.44961133,42.90364583
660,-0.471396737,42.96875
661,-0.492898192,43.03385417
662,-0.514102744,43.09895833
663,-0.53499762,43.1640625
664,-0.555570233,43.22916667
665,-0.575808191,43.29427083
666,-0.595699304,43.359375
667,-0.615231591,43.42447917
668,-0.634393284,43.48958333
669,-0.653172843,43.5546875
670,-0.671558955,43.61979167
671,-0.689540545,43.68489583
672,-0.707106781,43.75
673,-0.724247083,43.81510417
674,-0.740951125,43.88020833
675,-0.757208847,43.9453125
676,-0.773010453,44.01041667
677,-0.788346428,44.07552083
678,-0.803207531,44.140625
679,-0.817584813,44.20572917
680,-0.831469612,44.27083333
681,-0.844853565,44.3359375
682,-0.85772861,44.40104167
683,-0.870086991,44.46614583
684,-0.881921264,44.53125
685,-0.893224301,44.59635417
686,-0.903989293,44.66145833
687,-0.914209756,44.7265625
688,-0.923879533,44.79166667
689,-0.932992799,44.85677083
690,-0.941544065,44.921875
691,-0.949528181,44.98697917
692,-0.956940336,45.05208333
693,-0.963776066,45.1171875
694,-0.970031253,45.18229167
695,-0.97570213,45.24739583
696,-0.98078528,45.3125
697,-0.985277642,45.37760417
698,-0.98917651,45.44270833
699,-0.992479535,45.5078125
700,-0.995184727,45.57291667
701,-0.997290457,45.63802083
702,-0.998795456,45.703125
703,-0.999698819,45.76822917
704,-1,45.83333333
705,-0.999698819,45.8984375
706,-0.998795456,45.96354167
707,-0.997290457,46.02864583
708,-0.995184727,46.09375
709,-0.992479535,46.15885417
710,-0.98917651,46.22395833
711,-0.985277642,46.2890625
712,-0.98078528,46.35416667
713,-0.97570213,46.41927083
714,-0.970031253,46.484375
715,-0.963776066,46.54947917
716,-0.956940336,46.61458333
717,-0.949528181,46.6796875
718,-0.941544065,46.74479167
719,-0.932992799,46.80989583
720,-0.923879533,46.875
721,-0.914209756,46.94010417
722,-0.903989293,47.00520833
723,-0.893224301,47.0703125
724,-0.881921264,47.13541667
725,-0.870086991,47.20052083
726,-0.85772861,47.265625
727,-0.844853565,47.33072917
728,-0.831469612,47.39583333
729,-0.817584813,47.4609375
730,-0.803207531,47.52604167
731,-0.788346428,47.59114583
732,-0.773010453,47.65625
733,-0.757208847,47.72135417
734,-0.740951125,47.78645833
735,-0.724247083,47.8515625
736,-0.707106781,47.91666667
737,-0.689540545,47.98177083
738,-0.671558955,48.046875
739,-0.653172843,48.11197917
740,-0.634393284,48.17708333
741,-0.615231591,48.2421875
742,-0.595699304,48.30729167
743,-0.575808191,48.37239583
744,-0.555570233,48.4375
745,-0.53499762,48.50260417
746,-0.514102744,48.56770833
747,-0.492898192,48.6328125
748,-0.471396737,48.69791667
749,-0.44961133,48.76302083
750,-0.427555093,48.828125
751,-0.405241314,48.89322917
752,-0.382683432,48.95833333
753,-0.359895037,49.0234375
754,-0.336889853,49.08854167
755,-0.31368174,49.15364583
756,-0.290284677,49.21875
757,-0.266712757,49.28385417
758,-0.24298018,49.34895833
759,-0.21910124,49.4140625
760,-0.195090322,49.47916667
761,-0.170961889,49.54427083
762,-0.146730474,49.609375
763,-0.122410675,49.67447917
764,-0.09801714,49.73958333
765,-0.073564564,49.8046875
766,-0.049067674,49.86979167
767,-0.024541229,49.93489583
768,-7.35E-16,50
769,0.024541229,50.06510417
770,0.049067674,50.13020833
771,0.073564564,50.1953125
772,0.09801714,50.26041667
773,0.122410675,50.32552083
774,0.146730474,50.390625
775,0.170961889,50.45572917
776,0.195090322,50.52083333
777,0.21910124,50.5859375
778,0.24298018,50.65104167
779,0.266712757,50.71614583
780,0.290284677,50.78125
781,0.31368174,50.84635417
782,0.336889853,50.91145833
783,0.359895037,50.9765625
784,0.382683432,51.04166667
785,0.405241314,51.10677083
786,0.427555093,51.171875
787,0.44961133,51.23697917
788,0.471396737,51.30208333
789,0.492898192,51.3671875
790,0.514102744,51.43229167
791,0.53499762,51.49739583
792,0.555570233,51.5625
793,0.575808191,51.62760417
794,0.595699304,51.69270833
795,0.615231591,51.7578125
796,0.634393284,51.82291667
797,0.653172843,51.88802083
798,0.671558955,51.953125
799,0.689540545,52.01822917
800,0.707106781,52.08333333
801,0.724247083,52.1484375
802,0.740951125,52.21354167
803,0.757208847,52.27864583
804,0.773010453,52.34375
805,0.788346428,52.40885417
806,0.803207531,52.47395833
807,0.817584813,52.5390625
808,0.831469612,52.60416667
809,0.844853565,52.66927083
810,0.85772861,52.734375
811,0.870086991,52.79947917
812,0.881921264,52.86458333
813,0.893224301,52.9296875
814,0.903989293,52.99479167
815,0.914209756,53.05989583
816,0.923879533,53.125
817,0.932992799,53.19010417
818,0.941544065,53.25520833
819,0.949528181,53.3203125
820,0.956940336,53.38541667
821,0.963776066,53.45052083
822,0.970031253,53.515625
823,0.97570213,53.58072917
824,0.98078528,53.64583333
825,0.985277642,53.7109375
826,0.98917651,53.77604167
827,0.992479535,53.84114583
828,0.995184727,53.90625
829,0.997290457,53.97135417
830,0.998795456,54.03645833
831,0.999698819,54.1015625
832,1,54.16666667
833,0.999698819,54.23177083
834,0.998795456,54.296875
835,0.997290457,54.36197917
836,0.995184727,54.42708333
837,0.992479535,54.4921875
838,0.98917651,54.55729167
839,0.985277642,54.62239583
840,0.98078528,54.6875
841,0.97570213,54.75260417
842,0.970031253,54.81770833
843,0.963776066,54.8828125
844,0.956940336,54.94791667
845,0.949528181,55.01302083
846,0.941544065,55.078125
847,0.932992799,55.14322917
848,0.923879533,55.20833333
849,0.914209756,55.2734375
850,0.903989293,55.33854167
851,0.893224301,55.40364583
852,0.881921264,55.46875
853,0.870086991,55.53385417
854,0.85772861,55.59895833
855,0.844853565,55.6640625
856,0.831469612,55.72916667
857,0.817584813,55.79427083
858,0.803207531,55.859375
859,0.788346428,55.92447917
860,0.773010453,55.98958333
861,0.757208847,56.0546875
862,0.740951125,56.11979167
863,0.724247083,56.18489583
864,0.707106781,56.25
865,0.689540545,56.31510417
866,0.671558955,56.38020833
867,0.653172843,56.4453125
868,0.634393284,56.51041667
869,0.615231591,56.57552083
870,0.595699304,56.640625
871,0.575808191,56.70572917
872,0.555570233,56.77083333
873,0.53499762,56.8359375
874,0.514102744,56.90104167
875,0.492898192,56.96614583
876,0.471396737,57.03125
877,0.44961133,57.09635417
878,0.427555093,57.16145833
879,0.405241314,57.2265625
880,0.382683432,57.29166667
881,0.359895037,57.35677083
882,0.336889853,57.421875
883,0.31368174,57.48697917
884,0.290284677,57.55208333
885,0.266712757,57.6171875
886,0.24298018,57.68229167
887,0.21910124,57.74739583
888,0.195090322,57.8125
889,0.170961889,57.87760417
890,0.146730474,57.94270833
891,0.122410675,58.0078125
892,0.09801714,58.07291667
893,0.073564564,58.13802083
894,0.049067674,58.203125
895,0.024541229,58.26822917
896,8.57E-16,58.33333333
897,-0.024541229,58.3984375
898,-0.049067674,58.46354167
899,-0.073564564,58.52864583
900,-0.09801714,58.59375
901,-0.122410675,58.65885417
902,-0.146730474,58.72395833
903,-0.170961889,58.7890625
904,-0.195090322,58.85416667
905,-0.21910124,58.91927083
906,-0.24298018,58.984375
907,-0.266712757,59.04947917
908,-0.290284677,59.11458333
909,-0.31368174,59.1796875
910,-0.336889853,59.24479167
911,-0.359895037,59.30989583
912,-0.382683432,59.375
913,-0.405241314,59.44010417
914,-0.427555093,59.50520833
915,-0.44961133,59.5703125
916,-0.471396737,59.63541667
917,-0.492898192,59.70052083
918,-0.514102744,59.765625
919,-0.53499762,59.83072917
920,-0.555570233,59.89583333
921,-0.575808191,59.9609375
922,-0.595699304,60.02604167
923,-0.615231591,60.09114583
924,-0.634393284,60.15625
925,-0.653172843,60.22135417
926,-0.671558955,60.28645833
927,-0.689540545,60.3515625
928,-0.707106781,60.41666667
929,-0.724247083,60.48177083
930,-0.740951125,60.546875
931,-0.757208847,60.61197917
932,-0.773010453,60.67708333
933,-0.788346428,60.7421875
934,-0.803207531,60.80729167
935,-0.817584813,60.87239583
936,-0.831469612,60.9375
937,-0.844853565,61.00260417
938,-0.85772861,61.06770833
939,-0.870086991,61.1328125
940,-0.881921264,61.19791667
941,-0.893224301,61.26302083
942,-0.903989293,61.328125
943,-0.914209756,61.39322917
944,-0.923879533,61.45833333
945,-0.932992799,61.5234375
946,-0.941544065,61.58854167
947,-0.949528181,61.65364583
948,-0.956940336,61.71875
949,-0.963776066,61.78385417
950,-0.970031253,61.84895833
951,-0.97570213,61.9140625
952,-0.98078528,61.97916667
953,-0.985277642,62.04427083
954,-0.98917651,62.109375
955,-0.992479535,62.17447917
956,-0.995184727,62.23958333
957,-0.997290457,62.3046875
958,-0.998795456,62.36979167
959,-0.999698819,62.43489583
960,-1,62.5
961,-0.999698819,62.56510417
962,-0.998795456,62.63020833
963,-0.997290457,62.6953125
964,-0.995184727,62.76041667
965,-0.992479535,62.82552083
966,-0.98917651,62.890625
967,-0.985277642,62.95572917
968,-0.98078528,63.02083333
969,-0.97570213,63.0859375
970,-0.970031253,63.15104167
971,-0.963776066,63.21614583
972,-0.956940336,63.28125
973,-0.949528181,63.34635417
974,-0.941544065,63.41145833
975,-0.932992799,63.4765625
976,-0.923879533,63.54166667
977,-0.914209756,63.60677083
978,-0.903989293,63.671875
