,amplitude (in pu),timestamp (in ms)
258,0.049067676,16.796875
259,0.07356457,16.86197917
260,0.09801714,16.92708333
261,0.12241068,16.9921875
262,0.14673047,17.05729167
263,0.17096189,17.12239583
264,0.19509032,17.1875
265,0.21910124,17.25260417
266,0.24298018,17.31770833
267,0.26671275,17.3828125
268,0.29028466,17.44791667
269,0.31368175,17.51302083
270,0.33688986,17.578125
271,0.35989505,17.64322917
272,0.38268343,17.70833333
273,0.4052413,17.7734375
274,0.42755508,17.83854167
275,0.44961134,17.90364583
276,0.47139674,17.96875
277,0.4928982,18.03385417
278,0.51410276,18.09895833
279,0.53499764,18.1640625
280,0.55557024,18.22916667
281,0.57580817,18.29427083
282,0.5956993,18.359375
283,0.6152316,18.42447917
284,0.6343933,18.48958333
285,0.65317285,18.5546875
286,0.671559,18.61979167
287,0.68954057,18.68489583
288,0.70710677,18.75
289,0.7242471,18.81510417
290,0.7409511,18.88020833
291,0.7572088,18.9453125
292,0.77301043,19.01041667
293,0.7883464,19.07552083
294,0.8032075,19.140625
295,0.8175848,19.20572917
296,0.8314696,19.27083333
297,0.8448536,19.3359375
298,0.8577286,19.40104167
299,0.87008697,19.46614583
300,0.8819213,19.53125
301,0.8932243,19.59635417
302,0.9039893,19.66145833
303,0.9142098,19.7265625
304,0.9238795,19.79166667
305,0.9329928,19.85677083
306,0.94154406,19.921875
307,0.94952816,19.98697917
308,0.95694035,20.05208333
309,0.96377605,20.1171875
310,0.97003126,20.18229167
311,0.9757021,20.24739583
312,0.98078525,20.3125
313,0.98527765,20.37760417
314,0.9891765,20.44270833
315,0.99247956,20.5078125
316,0.9951847,20.57291667
317,0.99729043,20.63802083
318,0.99879545,20.703125
319,0.9996988,20.76822917
320,1,20.83333333
321,0.9996988,20.8984375
322,0.99879545,20.96354167
323,0.99729043,21.02864583
324,0.9951847,21.09375
325,0.99247956,21.15885417
326,0.9891765,21.22395833
327,0.98527765,21.2890625
328,0.9807853,21.35416667
329,0.9757021,21.41927083
330,0.97003126,21.484375
331,0.96377605,21.54947917
332,0.95694035,21.61458333
333,0.94952816,21.6796875
334,0.94154406,21.74479167
335,0.9329928,21.80989583
336,0.9238795,21.875
337,0.9142098,21.94010417
338,0.9039893,22.00520833
339,0.8932243,22.0703125
340,0.8819213,22.13541667
341,0.87008697,22.20052083
342,0.8577286,22.265625
343,0.8448536,22.33072917
344,0.8314696,22.39583333
345,0.8175848,22.4609375
346,0.8032075,22.52604167
347,0.7883464,22.59114583
348,0.77301043,22.65625
349,0.7572088,22.72135417
350,0.7409511,22.78645833
351,0.7242471,22.8515625
352,0.70710677,22.91666667
353,0.68954057,22.98177083
354,0.671559,23.046875
355,0.65317285,23.11197917
356,0.6343933,23.17708333
357,0.6152316,23.2421875
358,0.5956993,23.30729167
359,0.57580817,23.37239583
360,0.55557024,23.4375
361,0.53499764,23.50260417
362,0.51410276,23.56770833
363,0.4928982,23.6328125
364,0.47139674,23.69791667
365,0.44961134,23.76302083
366,0.42755508,23.828125
367,0.4052413,23.89322917
368,0.38268343,23.95833333
369,0.35989505,24.0234375
370,0.33688986,24.08854167
371,0.31368175,24.15364583
372,0.29028466,24.21875
373,0.26671275,24.28385417
374,0.24298018,24.34895833
375,0.21910124,24.4140625
376,0.19509032,24.47916667
377,0.17096189,24.54427083
378,0.14673048,24.609375
379,0.12241068,24.67447917
380,0.09801714,24.73958333
381,0.07356457,24.8046875
382,0.049067676,24.86979167
383,0.024541229,24.93489583
384,7.31E-10,25
385,-0.024541227,25.06510417
386,-0.049067672,25.13020833
387,-0.07356456,25.1953125
388,-0.09801714,25.26041667
389,-0.12241068,25.32552083
390,-0.14673047,25.390625
391,-0.17096189,25.45572917
392,-0.19509032,25.52083333
393,-0.21910124,25.5859375
394,-0.24298018,25.65104167
395,-0.26671275,25.71614583
396,-0.29028466,25.78125
397,-0.31368175,25.84635417
398,-0.33688986,25.91145833
399,-0.35989505,25.9765625
400,-0.38268343,26.04166667
401,-0.4052413,26.10677083
402,-0.42755508,26.171875
403,-0.44961134,26.23697917
404,-0.47139674,26.30208333
405,-0.4928982,26.3671875
406,-0.51410276,26.43229167
407,-0.53499764,26.49739583
408,-0.55557024,26.5625
409,-0.57580817,26.62760417
410,-0.5956993,26.69270833
411,-0.6152316,26.7578125
412,-0.6343933,26.82291667
413,-0.65317285,26.88802083
414,-0.671559,26.953125
415,-0.68954057,27.01822917
416,-0.70710677,27.08333333
417,-0.7242471,27.1484375
418,-0.7409511,27.21354167
419,-0.7572088,27.27864583
420,-0.77301043,27.34375
421,-0.7883464,27.40885417
422,-0.8032075,27.47395833
423,-0.8175848,27.5390625
424,-0.8314696,27.60416667
425,-0.8448536,27.66927083
426,-0.8577286,27.734375
427,-0.87008697,27.79947917
428,-0.8819213,27.86458333
429,-0.8932243,27.9296875
430,-0.9039893,27.99479167
431,-0.9142098,28.05989583
432,-0.9238795,28.125
433,-0.9329928,28.19010417
434,-0.94154406,28.25520833
435,-0.94952816,28.3203125
436,-0.95694035,28.38541667
437,-0.96377605,28.45052083
438,-0.97003126,28.515625
439,-0.9757021,28.58072917
440,-0.98078525,28.64583333
441,-0.98527765,28.7109375
442,-0.9891765,28.77604167
443,-0.99247956,28.84114583
444,-0.9951847,28.90625
445,-0.99729043,28.97135417
446,-0.99879545,29.03645833
447,-0.9996988,29.1015625
448,-1,29.16666667
449,-0.9996988,29.23177083
450,-0.99879545,29.296875
451,-0.99729043,29.36197917
452,-0.9951847,29.42708333
453,-0.99247956,29.4921875
454,-0.9891765,29.55729167
455,-0.98527765,29.62239583
456,-0.9807853,29.6875
457,-0.9757021,29.75260417
458,-0.97003126,29.81770833
459,-0.96377605,29.8828125
460,-0.95694035,29.94791667
461,-0.94952816,30.01302083
462,-0.94154406,30.078125
463,-0.9329928,30.14322917
464,-0.9238795,30.20833333
465,-0.9142098,30.2734375
466,-0.9039893,30.33854167
467,-0.8932243,30.40364583
468,-0.8819213,30.46875
469,-0.87008697,30.53385417
470,-0.8577286,30.59895833
471,-0.8448536,30.6640625
472,-0.8314696,30.72916667
473,-0.8175848,30.79427083
474,-0.8032075,30.859375
475,-0.7883464,30.92447917
476,-0.77301043,30.98958333
477,-0.7572088,31.0546875
478,-0.7409511,31.11979167
479,-0.7242471,31.18489583
480,-0.70710677,31.25
481,-0.68954057,31.31510417
482,-0.671559,31.38020833
483,-0.65317285,31.4453125
484,-0.6343933,31.51041667
485,-0.6152316,31.57552083
486,-0.5956993,31.640625
487,-0.57580817,31.70572917
488,-0.55557024,31.77083333
489,-0.53499764,31.8359375
490,-0.51410276,31.90104167
491,-0.4928982,31.96614583
492,-0.47139674,32.03125
493,-0.44961134,32.09635417
494,-0.42755508,32.16145833
495,-0.4052413,32.2265625
496,-0.38268343,32.29166667
497,-0.35989505,32.35677083
498,-0.33688986,32.421875
499,-0.31368175,32.48697917
500,-0.2902847,32.55208333
501,-0.26671275,32.6171875
502,-0.24298018,32.68229167
503,-0.21910124,32.74739583
504,-0.19509032,32.8125
505,-0.17096189,32.87760417
506,-0.14673048,32.94270833
507,-0.12241068,33.0078125
508,-0.09801714,33.07291667
509,-0.07356457,33.13802083
510,-0.049067676,33.203125
511,-0.02454123,33.26822917
512,0,33.33333333
513,0.024541229,33.3984375
514,0.049067676,33.46354167
515,0.07356457,33.52864583
516,0.09801714,33.59375
517,0.12241068,33.65885417
518,0.14673047,33.72395833
519,0.17096189,33.7890625
520,0.19509032,33.85416667
521,0.21910124,33.91927083
522,0.24298018,33.984375
523,0.26671275,34.04947917
524,0.29028466,34.11458333
525,0.31368175,34.1796875
526,0.33688986,34.24479167
527,0.35989505,34.30989583
528,0.38268343,34.375
529,0.4052413,34.44010417
530,0.42755508,34.50520833
531,0.44961134,34.5703125
532,0.47139674,34.63541667
533,0.4928982,34.70052083
534,0.51410276,34.765625
535,0.53499764,34.83072917
536,0.55557024,34.89583333
537,0.57580817,34.9609375
538,0.5956993,35.02604167
539,0.6152316,35.09114583
540,0.6343933,35.15625
541,0.65317285,35.22135417
542,0.671559,35.28645833
543,0.68954057,35.3515625
544,0.70710677,35.41666667
545,0.7242471,35.48177083
546,0.7409511,35.546875
547,0.7572088,35.61197917
548,0.77301043,35.67708333
549,0.7883464,35.7421875
550,0.8032075,35.80729167
551,0.8175848,35.87239583
552,0.8314696,35.9375
553,0.8448536,36.00260417
554,0.8577286,36.06770833
555,0.87008697,36.1328125
556,0.8819213,36.19791667
557,0.8932243,36.26302083
558,0.9039893,36.328125
559,0.9142098,36.39322917
560,0.9238795,36.45833333
561,0.9329928,36.5234375
562,0.94154406,36.58854167
563,0.94952816,36.65364583
564,0.95694035,36.71875
565,0.96377605,36.78385417
566,0.97003126,36.84895833
567,0.9757021,36.9140625
568,0.98078525,36.97916667
569,0.98527765,37.04427083
570,0.9891765,37.109375
571,0.99247956,37.17447917
572,0.9951847,37.23958333
573,0.99729043,37.3046875
574,0.99879545,37.36979167
575,0.9996988,37.43489583
576,1,37.5
577,0.9996988,37.56510417
578,0.99879545,37.63020833
579,0.99729043,37.6953125
580,0.9951847,37.76041667
581,0.99247956,37.82552083
582,0.9891765,37.890625
583,0.98527765,37.95572917
584,0.9807853,38.02083333
585,0.9757021,38.0859375
586,0.97003126,38.15104167
587,0.96377605,38.21614583
588,0.95694035,38.28125
589,0.94952816,38.34635417
590,0.94154406,38.41145833
591,0.9329928,38.4765625
592,0.9238795,38.54166667
593,0.9142098,38.60677083
594,0.9039893,38.671875
595,0.8932243,38.73697917
596,0.8819213,38.80208333
597,0.87008697,38.8671875
598,0.8577286,38.93229167
599,0.8448536,38.99739583
600,0.8314696,39.0625
601,0.8175848,39.12760417
602,0.8032075,39.19270833
603,0.7883464,39.2578125
604,0.77301043,39.32291667
605,0.7572088,39.38802083
606,0.7409511,39.453125
607,0.7242471,39.51822917
608,0.70710677,39.58333333
609,0.68954057,39.6484375
610,0.671559,39.71354167
611,0.65317285,39.77864583
612,0.6343933,39.84375
613,0.6152316,39.90885417
614,0.5956993,39.97395833
615,0.57580817,40.0390625
616,0.55557024,40.10416667
617,0.53499764,40.16927083
618,0.51410276,40.234375
619,0.4928982,40.29947917
620,0.47139674,40.36458333
621,0.44961134,40.4296875
622,0.42755508,40.49479167
623,0.4052413,40.55989583
624,0.38268343,40.625
625,0.35989505,40.69010417
626,0.33688986,40.75520833
627,0.31368175,40.8203125
628,0.29028466,40.88541667
629,0.26671275,40.95052083
630,0.24298018,41.015625
631,0.21910124,41.08072917
632,0.19509032,41.14583333
633,0.17096189,41.2109375
634,0.14673048,41.27604167
635,0.12241068,41.34114583
636,0.09801714,41.40625
637,0.07356457,41.47135417
638,0.049067676,41.53645833
639,0.024541229,41.6015625
640,7.31E-10,41.66666667
641,-0.024541227,41.73177083
642,-0.049067672,41.796875
643,-0.07356456,41.86197917
644,-0.09801714,41.92708333
645,-0.12241068,41.9921875
646,-0.14673047,42.05729167
647,-0.17096189,42.12239583
648,-0.19509032,42.1875
649,-0.21910124,42.25260417
650,-0.24298018,42.31770833
651,-0.26671275,42.3828125
652,-0.29028466,42.44791667
653,-0.31368175,42.51302083
654,-0.33688986,42.578125
655,-0.35989505,42.64322917
656,-0.38268343,42.70833333
657,-0.4052413,42.7734375
658,-0.42755508,42.83854167
659,-0.44961134,42.90364583
660,-0.47139674,42.96875
661,-0.4928982,43.03385417
662,-0.51410276,43.09895833
663,-0.53499764,43.1640625
664,-0.55557024,43.22916667
665,-0.57580817,43.29427083
666,-0.5956993,43.359375
667,-0.6152316,43.42447917
668,-0.6343933,43.48958333
669,-0.65317285,43.5546875
670,-0.671559,43.61979167
671,-0.68954057,43.68489583
672,-0.70710677,43.75
673,-0.7242471,43.81510417
674,-0.7409511,43.88020833
675,-0.7572088,43.9453125
676,-0.77301043,44.01041667
677,-0.7883464,44.07552083
678,-0.8032075,44.140625
679,-0.8175848,44.20572917
680,-0.8314696,44.27083333
681,-0.8448536,44.3359375
682,-0.8577286,44.40104167
683,-0.87008697,44.46614583
684,-0.8819213,44.53125
685,-0.8932243,44.59635417
686,-0.9039893,44.66145833
687,-0.9142098,44.7265625
688,-0.9238795,44.79166667
689,-0.9329928,44.85677083
690,-0.94154406,44.921875
691,-0.94952816,44.98697917
692,-0.95694035,45.05208333
693,-0.96377605,45.1171875
694,-0.97003126,45.18229167
695,-0.9757021,45.24739583
696,-0.98078525,45.3125
697,-0.98527765,45.37760417
698,-0.9891765,45.44270833
699,-0.99247956,45.5078125
700,-0.9951847,45.57291667
701,-0.99729043,45.63802083
702,-0.99879545,45.703125
703,-0.9996988,45.76822917
704,-1,45.83333333
705,-0.9996988,45.8984375
706,-0.99879545,45.96354167
707,-0.99729043,46.02864583
708,-0.9951847,46.09375
709,-0.99247956,46.15885417
710,-0.9891765,46.22395833
711,-0.98527765,46.2890625
712,-0.9807853,46.35416667
713,-0.9757021,46.41927083
714,-0.97003126,46.484375
715,-0.96377605,46.54947917
716,-0.95694035,46.61458333
717,-0.94952816,46.6796875
718,-0.94154406,46.74479167
719,-0.9329928,46.80989583
720,-0.9238795,46.875
721,-0.9142098,46.94010417
722,-0.9039893,47.00520833
723,-0.8932243,47.0703125
724,-0.8819213,47.13541667
725,-0.87008697,47.20052083
726,-0.8577286,47.265625
727,-0.8448536,47.33072917
728,-0.8314696,47.39583333
729,-0.8175848,47.4609375
730,-0.8032075,47.52604167
731,-0.7883464,47.59114583
732,-0.77301043,47.65625
733,-0.7572088,47.72135417
734,-0.7409511,47.78645833
735,-0.7242471,47.8515625
736,-0.70710677,47.91666667
737,-0.68954057,47.98177083
738,-0.671559,48.046875
739,-0.65317285,48.11197917
740,-0.6343933,48.17708333
741,-0.6152316,48.2421875
742,-0.5956993,48.30729167
743,-0.57580817,48.37239583
744,-0.55557024,48.4375
745,-0.53499764,48.50260417
746,-0.51410276,48.56770833
747,-0.4928982,48.6328125
748,-0.47139674,48.69791667
749,-0.44961134,48.76302083
750,-0.42755508,48.828125
751,-0.4052413,48.89322917
752,-0.38268343,48.95833333
753,-0.35989505,49.0234375
754,-0.33688986,49.08854167
755,-0.31368175,49.15364583
756,-0.2902847,49.21875
757,-0.26671275,49.28385417
758,-0.24298018,49.34895833
759,-0.21910124,49.4140625
760,-0.19509032,49.47916667
761,-0.17096189,49.54427083
762,-0.14673048,49.609375
763,-0.12241068,49.67447917
764,-0.09801714,49.73958333
765,-0.07356457,49.8046875
766,-0.049067676,49.86979167
767,-0.02454123,49.93489583
768,0,50
769,0.024541229,50.06510417
770,0.049067676,50.13020833
771,0.07356457,50.1953125
772,0.09801714,50.26041667
773,0.12241068,50.32552083
774,0.14673047,50.390625
775,0.17096189,50.45572917
776,0.19509032,50.52083333
777,0.21910124,50.5859375
778,0.24298018,50.65104167
779,0.26671275,50.71614583
780,0.29028466,50.78125
781,0.31368175,50.84635417
782,0.33688986,50.91145833
783,0.35989505,50.9765625
784,0.38268343,51.04166667
785,0.4052413,51.10677083
786,0.42755508,51.171875
787,0.44961134,51.23697917
788,0.47139674,51.30208333
789,0.4928982,51.3671875
790,0.51410276,51.43229167
791,0.53499764,51.49739583
792,0.55557024,51.5625
793,0.57580817,51.62760417
794,0.5956993,51.69270833
795,0.6152316,51.7578125
796,0.6343933,51.82291667
797,0.65317285,51.88802083
798,0.671559,51.953125
799,0.68954057,52.01822917
800,0.70710677,52.08333333
801,0.7242471,52.1484375
802,0.7409511,52.21354167
803,0.7572088,52.27864583
804,0.77301043,52.34375
805,0.7883464,52.40885417
806,0.8032075,52.47395833
807,0.8175848,52.5390625
808,0.8314696,52.60416667
809,0.8448536,52.66927083
810,0.8577286,52.734375
811,0.87008697,52.79947917
812,0.8819213,52.86458333
813,0.8932243,52.9296875
814,0.9039893,52.99479167
815,0.9142098,53.05989583
816,0.9238795,53.125
817,0.9329928,53.19010417
818,0.94154406,53.25520833
819,0.94952816,53.3203125
820,0.95694035,53.38541667
821,0.96377605,53.45052083
822,0.97003126,53.515625
823,0.9757021,53.58072917
824,0.98078525,53.64583333
825,0.98527765,53.7109375
826,0.9891765,53.77604167
827,0.99247956,53.84114583
828,0.9951847,53.90625
829,0.99729043,53.97135417
830,0.99879545,54.03645833
831,0.9996988,54.1015625
832,1,54.16666667
833,0.9996988,54.23177083
834,0.99879545,54.296875
835,0.99729043,54.36197917
836,0.9951847,54.42708333
837,0.99247956,54.4921875
838,0.9891765,54.55729167
839,0.98527765,54.62239583
840,0.9807853,54.6875
841,0.9757021,54.75260417
842,0.97003126,54.81770833
843,0.96377605,54.8828125
844,0.95694035,54.94791667
845,0.94952816,55.01302083
846,0.94154406,55.078125
847,0.9329928,55.14322917
848,0.9238795,55.20833333
849,0.9142098,55.2734375
850,0.9039893,55.33854167
851,0.8932243,55.40364583
852,0.8819213,55.46875
853,0.87008697,55.53385417
854,0.8577286,55.59895833
855,0.8448536,55.6640625
856,0.8314696,55.72916667
857,0.8175848,55.79427083
858,0.8032075,55.859375
859,0.7883464,55.92447917
860,0.77301043,55.98958333
861,0.7572088,56.0546875
862,0.7409511,56.11979167
863,0.7242471,56.18489583
864,0.70710677,56.25
865,0.68954057,56.31510417
866,0.671559,56.38020833
867,0.65317285,56.4453125
868,0.6343933,56.51041667
869,0.6152316,56.57552083
870,0.5956993,56.640625
871,0.57580817,56.70572917
872,0.55557024,56.77083333
873,0.53499764,56.8359375
874,0.51410276,56.90104167
875,0.4928982,56.96614583
876,0.47139674,57.03125
877,0.44961134,57.09635417
878,0.42755508,57.16145833
879,0.4052413,57.2265625
880,0.38268343,57.29166667
881,0.35989505,57.35677083
882,0.33688986,57.421875
883,0.31368175,57.48697917
884,0.29028466,57.55208333
885,0.26671275,57.6171875
886,0.24298018,57.68229167
887,0.21910124,57.74739583
888,0.19509032,57.8125
889,0.17096189,57.87760417
890,0.14673048,57.94270833
891,0.12241068,58.0078125
892,0.09801714,58.07291667
893,0.07356457,58.13802083
894,0.049067676,58.203125
895,0.024541229,58.26822917
896,7.31E-10,58.33333333
897,-0.024541227,58.3984375
898,-0.049067672,58.46354167
899,-0.07356456,58.52864583
900,-0.09801714,58.59375
901,-0.12241068,58.65885417
902,-0.14673047,58.72395833
903,-0.17096189,58.7890625
904,-0.19509032,58.85416667
905,-0.21910124,58.91927083
906,-0.24298018,58.984375
907,-0.26671275,59.04947917
908,-0.29028466,59.11458333
909,-0.31368175,59.1796875
910,-0.33688986,59.24479167
911,-0.35989505,59.30989583
912,-0.38268343,59.375
913,-0.4052413,59.44010417
914,-0.42755508,59.50520833
915,-0.44961134,59.5703125
916,-0.47139674,59.63541667
917,-0.4928982,59.70052083
918,-0.51410276,59.765625
919,-0.53499764,59.83072917
920,-0.55557024,59.89583333
921,-0.57580817,59.9609375
922,-0.5956993,60.02604167
923,-0.6152316,60.09114583
924,-0.6343933,60.15625
925,-0.65317285,60.22135417
926,-0.671559,60.28645833
927,-0.68954057,60.3515625
928,-0.70710677,60.41666667
929,-0.7242471,60.48177083
930,-0.7409511,60.546875
931,-0.7572088,60.61197917
932,-0.77301043,60.67708333
933,-0.7883464,60.7421875
934,-0.8032075,60.80729167
935,-0.8175848,60.87239583
936,-0.8314696,60.9375
937,-0.8448536,61.00260417
938,-0.8577286,61.06770833
939,-0.87008697,61.1328125
940,-0.8819213,61.19791667
941,-0.8932243,61.26302083
942,-0.9039893,61.328125
943,-0.9142098,61.39322917
944,-0.9238795,61.45833333
945,-0.9329928,61.5234375
946,-0.94154406,61.58854167
947,-0.94952816,61.65364583
948,-0.95694035,61.71875
949,-0.96377605,61.78385417
950,-0.97003126,61.84895833
951,-0.9757021,61.9140625
952,-0.98078525,61.97916667
953,-0.98527765,62.04427083
954,-0.9891765,62.109375
955,-0.99247956,62.17447917
956,-0.9951847,62.23958333
957,-0.99729043,62.3046875
958,-0.99879545,62.36979167
959,-0.9996988,62.43489583
960,-1,62.5
961,-0.9996988,62.56510417
962,-0.99879545,62.63020833
963,-0.99729043,62.6953125
964,-0.9951847,62.76041667
965,-0.99247956,62.82552083
966,-0.9891765,62.890625
967,-0.98527765,62.95572917
968,-0.9807853,63.02083333
969,-0.9757021,63.0859375
970,-0.97003126,63.15104167
971,-0.96377605,63.21614583
972,-0.95694035,63.28125
973,-0.94952816,63.34635417
974,-0.94154406,63.41145833
975,-0.9329928,63.4765625
976,-0.9238795,63.54166667
977,-0.9142098,63.60677083
978,-0.9039893,63.671875
979,-0.8932243,63.73697917
980,-0.8819213,63.80208333
